N_unmapped	228158	228158	228158
N_multimapping	5802	5802	5802
N_noFeature	0	0	1442922
N_ambiguous	0	0	0
1	6	6	0
2	1	1	0
3	0	0	0
4	0	0	0
5	2	2	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	4	4	0
12	3	3	0
13	0	0	0
14	0	0	0
15	0	0	0
16	5	5	0
17	0	0	0
18	2	2	0
19	0	0	0
20	2	2	0
21	4	4	0
22	1	1	0
23	0	0	0
24	0	0	0
25	0	0	0
26	0	0	0
27	4	4	0
28	0	0	0
29	2	2	0
30	1	1	0
31	8	8	0
32	1	1	0
33	0	0	0
34	0	0	0
35	0	0	0
36	0	0	0
37	0	0	0
38	4	4	0
39	1	1	0
40	0	0	0
41	1	1	0
42	0	0	0
43	0	0	0
44	1	1	0
45	4	4	0
46	0	0	0
47	0	0	0
48	0	0	0
49	0	0	0
50	0	0	0
51	3	3	0
52	0	0	0
53	0	0	0
54	3	3	0
55	0	0	0
56	0	0	0
57	4	4	0
58	0	0	0
59	0	0	0
60	0	0	0
61	1	1	0
62	0	0	0
63	0	0	0
64	2	2	0
65	0	0	0
66	1	1	0
67	1	1	0
68	0	0	0
69	0	0	0
70	0	0	0
71	0	0	0
72	0	0	0
73	0	0	0
74	0	0	0
75	0	0	0
76	0	0	0
77	1	1	0
78	0	0	0
79	0	0	0
80	0	0	0
81	0	0	0
82	0	0	0
83	1	1	0
84	0	0	0
85	7	7	0
86	0	0	0
87	1	1	0
88	0	0	0
89	0	0	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	0	0	0
96	0	0	0
97	1	1	0
98	1	1	0
99	32	32	0
100	1	1	0
101	0	0	0
102	0	0	0
103	0	0	0
104	0	0	0
105	0	0	0
106	0	0	0
107	0	0	0
108	1	1	0
109	0	0	0
110	0	0	0
111	0	0	0
112	0	0	0
113	0	0	0
114	4	4	0
115	0	0	0
116	0	0	0
117	3	3	0
118	2	2	0
119	1	1	0
120	0	0	0
121	0	0	0
122	15	15	0
123	0	0	0
124	0	0	0
125	0	0	0
126	0	0	0
127	6	6	0
128	1	1	0
129	0	0	0
130	6	6	0
131	0	0	0
132	1	1	0
133	4	4	0
134	4	4	0
135	0	0	0
136	12	12	0
137	3	3	0
138	2	2	0
139	2	2	0
140	1	1	0
141	6	6	0
142	1	1	0
143	3	3	0
144	0	0	0
145	0	0	0
146	0	0	0
147	0	0	0
148	0	0	0
149	10	10	0
150	0	0	0
151	4	4	0
152	0	0	0
153	1	1	0
154	0	0	0
155	0	0	0
156	0	0	0
157	0	0	0
158	11	11	0
159	0	0	0
160	0	0	0
161	1	1	0
162	0	0	0
163	0	0	0
164	1	1	0
165	0	0	0
166	8	8	0
167	1	1	0
168	12	12	0
169	35	35	0
170	0	0	0
171	1	1	0
172	0	0	0
173	2	2	0
174	0	0	0
175	2	2	0
176	0	0	0
177	1	1	0
178	0	0	0
179	9	9	0
180	0	0	0
181	2	2	0
182	9	9	0
183	0	0	0
184	1	1	0
185	0	0	0
186	0	0	0
187	4	4	0
188	0	0	0
189	24	24	0
190	0	0	0
191	9	9	0
192	13	13	0
193	1	1	0
194	0	0	0
195	3	3	0
196	0	0	0
197	17	17	0
198	0	0	0
199	5	5	0
200	4	4	0
201	0	0	0
202	0	0	0
203	0	0	0
204	0	0	0
205	0	0	0
206	12	12	0
207	3	3	0
208	0	0	0
209	11	11	0
210	1	1	0
211	0	0	0
212	2	2	0
213	10	10	0
214	0	0	0
215	0	0	0
216	0	0	0
217	0	0	0
218	0	0	0
219	7	7	0
220	0	0	0
221	1	1	0
222	4	4	0
223	1	1	0
224	0	0	0
225	9	9	0
226	2	2	0
227	0	0	0
228	6	6	0
229	1	1	0
230	0	0	0
231	0	0	0
232	0	0	0
233	1	1	0
234	5	5	0
235	1	1	0
236	6	6	0
237	3	3	0
238	12	12	0
239	0	0	0
240	0	0	0
241	5	5	0
242	7	7	0
243	0	0	0
244	5	5	0
245	0	0	0
246	1	1	0
247	6	6	0
248	0	0	0
249	10	10	0
250	6	6	0
251	0	0	0
252	0	0	0
253	11	11	0
254	0	0	0
255	3	3	0
256	0	0	0
257	0	0	0
258	7	7	0
259	2	2	0
260	7	7	0
261	0	0	0
262	0	0	0
263	1	1	0
264	0	0	0
265	1	1	0
266	0	0	0
267	0	0	0
268	1	1	0
269	0	0	0
270	0	0	0
271	0	0	0
272	0	0	0
273	0	0	0
274	0	0	0
275	0	0	0
276	0	0	0
277	0	0	0
278	58	58	0
279	6	6	0
280	0	0	0
281	3	3	0
282	0	0	0
283	1	1	0
284	1	1	0
285	2	2	0
286	0	0	0
287	0	0	0
288	0	0	0
289	0	0	0
290	5	5	0
291	0	0	0
292	1	1	0
293	9	9	0
294	5	5	0
295	0	0	0
296	0	0	0
297	1	1	0
298	1	1	0
299	0	0	0
300	0	0	0
301	3	3	0
302	0	0	0
303	0	0	0
304	3	3	0
305	0	0	0
306	0	0	0
307	0	0	0
308	0	0	0
309	0	0	0
310	0	0	0
311	6	6	0
312	1	1	0
313	0	0	0
314	0	0	0
315	0	0	0
316	1	1	0
317	2	2	0
318	0	0	0
319	2	2	0
320	0	0	0
321	3	3	0
322	1	1	0
323	0	0	0
324	0	0	0
325	0	0	0
326	0	0	0
327	0	0	0
328	0	0	0
329	2	2	0
330	3	3	0
331	2	2	0
332	11	11	0
333	0	0	0
334	0	0	0
335	2	2	0
336	0	0	0
337	2	2	0
338	0	0	0
339	0	0	0
340	11	11	0
341	34	34	0
342	0	0	0
343	0	0	0
344	2	2	0
345	0	0	0
346	1	1	0
347	0	0	0
348	2	2	0
349	0	0	0
350	1	1	0
351	0	0	0
352	0	0	0
353	4	4	0
354	2	2	0
355	5	5	0
356	0	0	0
357	0	0	0
358	0	0	0
359	0	0	0
360	0	0	0
361	0	0	0
362	0	0	0
363	0	0	0
364	1	1	0
365	0	0	0
366	0	0	0
367	0	0	0
368	2	2	0
369	0	0	0
370	6	6	0
371	6	6	0
372	0	0	0
373	0	0	0
374	0	0	0
375	0	0	0
376	0	0	0
377	0	0	0
378	0	0	0
379	0	0	0
380	1	1	0
381	0	0	0
382	0	0	0
383	2	2	0
384	0	0	0
385	2	2	0
386	4	4	0
387	1	1	0
388	0	0	0
389	0	0	0
390	1	1	0
391	8	8	0
392	0	0	0
393	53	53	0
394	1	1	0
395	0	0	0
396	4	4	0
397	0	0	0
398	0	0	0
399	2	2	0
400	0	0	0
401	1	1	0
402	2	2	0
403	0	0	0
404	1	1	0
405	0	0	0
406	1	1	0
407	0	0	0
408	1	1	0
409	0	0	0
410	0	0	0
411	0	0	0
412	4	4	0
413	0	0	0
414	4	4	0
415	0	0	0
416	0	0	0
417	0	0	0
418	0	0	0
419	2	2	0
420	0	0	0
421	0	0	0
422	0	0	0
423	0	0	0
424	4	4	0
425	7	7	0
426	2	2	0
427	1	1	0
428	6	6	0
429	2	2	0
430	0	0	0
431	1	1	0
432	35	35	0
433	1	1	0
434	0	0	0
435	7	7	0
436	1	1	0
437	0	0	0
438	1	1	0
439	0	0	0
440	1	1	0
441	2	2	0
442	3	3	0
443	0	0	0
444	0	0	0
445	0	0	0
446	6	6	0
447	6	6	0
448	1	1	0
449	0	0	0
450	0	0	0
451	4	4	0
452	0	0	0
453	0	0	0
454	0	0	0
455	0	0	0
456	0	0	0
457	0	0	0
458	0	0	0
459	0	0	0
460	13	13	0
461	0	0	0
462	0	0	0
463	8	8	0
464	52	52	0
465	4	4	0
466	0	0	0
467	1	1	0
468	0	0	0
469	3	3	0
470	0	0	0
471	3	3	0
472	0	0	0
473	4	4	0
474	2	2	0
475	0	0	0
476	1	1	0
477	0	0	0
478	0	0	0
479	0	0	0
480	0	0	0
481	1	1	0
482	0	0	0
483	7	7	0
484	0	0	0
485	2	2	0
486	19	19	0
487	2	2	0
488	2	2	0
489	0	0	0
490	2	2	0
491	0	0	0
492	1	1	0
493	6	6	0
494	9	9	0
495	2	2	0
496	0	0	0
497	1	1	0
498	0	0	0
499	1	1	0
500	0	0	0
501	4	4	0
502	0	0	0
503	1	1	0
504	0	0	0
505	3	3	0
506	0	0	0
507	4	4	0
508	5	5	0
509	0	0	0
510	0	0	0
511	0	0	0
512	0	0	0
513	3	3	0
514	0	0	0
515	2	2	0
516	0	0	0
517	17	17	0
518	0	0	0
519	7	7	0
520	8	8	0
521	3	3	0
522	19	19	0
523	2	2	0
524	0	0	0
525	2	2	0
526	4	4	0
527	0	0	0
528	0	0	0
529	0	0	0
530	3	3	0
531	0	0	0
532	1	1	0
533	6	6	0
534	0	0	0
535	0	0	0
536	0	0	0
537	0	0	0
538	0	0	0
539	0	0	0
540	5	5	0
541	0	0	0
542	0	0	0
543	2	2	0
544	1	1	0
545	0	0	0
546	1	1	0
547	0	0	0
548	0	0	0
549	0	0	0
550	8	8	0
551	5	5	0
552	2	2	0
553	0	0	0
554	5	5	0
555	19	19	0
556	4	4	0
557	0	0	0
558	7	7	0
559	1	1	0
560	0	0	0
561	0	0	0
562	0	0	0
563	0	0	0
564	0	0	0
565	0	0	0
566	12	12	0
567	3	3	0
568	1	1	0
569	0	0	0
570	3	3	0
571	1	1	0
572	0	0	0
573	0	0	0
574	0	0	0
575	2	2	0
576	1	1	0
577	0	0	0
578	0	0	0
579	0	0	0
580	9	9	0
581	0	0	0
582	4	4	0
583	0	0	0
584	0	0	0
585	2	2	0
586	2	2	0
587	12	12	0
588	1	1	0
589	0	0	0
590	1	1	0
591	0	0	0
592	25	25	0
593	0	0	0
594	6	6	0
595	0	0	0
596	0	0	0
597	2	2	0
598	7	7	0
599	3	3	0
600	7	7	0
601	0	0	0
602	0	0	0
603	4	4	0
604	0	0	0
605	0	0	0
606	0	0	0
607	0	0	0
608	4	4	0
609	25	25	0
610	1	1	0
611	1	1	0
612	0	0	0
613	13	13	0
614	0	0	0
615	4	4	0
616	1	1	0
617	0	0	0
618	3	3	0
619	0	0	0
620	1	1	0
621	3	3	0
622	4	4	0
623	1	1	0
624	3	3	0
625	3	3	0
626	2	2	0
627	0	0	0
628	3	3	0
629	1	1	0
630	0	0	0
631	3	3	0
632	1	1	0
633	0	0	0
634	1	1	0
635	0	0	0
636	2	2	0
637	10	10	0
638	8	8	0
639	7	7	0
640	0	0	0
641	0	0	0
642	3	3	0
643	2	2	0
644	1	1	0
645	10	10	0
646	3	3	0
647	0	0	0
648	2	2	0
649	12	12	0
650	0	0	0
651	0	0	0
652	0	0	0
653	5	5	0
654	2	2	0
655	3	3	0
656	0	0	0
657	2	2	0
658	0	0	0
659	1	1	0
660	0	0	0
661	4	4	0
662	0	0	0
663	7	7	0
664	0	0	0
665	3	3	0
666	5	5	0
667	0	0	0
668	1	1	0
669	0	0	0
670	0	0	0
671	0	0	0
672	0	0	0
673	0	0	0
674	3	3	0
675	80	80	0
676	1	1	0
677	0	0	0
678	2	2	0
679	0	0	0
680	1	1	0
681	0	0	0
682	7	7	0
683	123	123	0
684	0	0	0
685	0	0	0
686	3	3	0
687	0	0	0
688	5	5	0
689	0	0	0
690	1	1	0
691	0	0	0
692	2	2	0
693	0	0	0
694	0	0	0
695	0	0	0
696	9	9	0
697	0	0	0
698	25	25	0
699	0	0	0
700	1	1	0
701	1	1	0
702	0	0	0
703	1	1	0
704	3	3	0
705	2	2	0
706	0	0	0
707	9	9	0
708	0	0	0
709	1	1	0
710	0	0	0
711	51	51	0
712	0	0	0
713	1	1	0
714	7	7	0
715	0	0	0
716	1	1	0
717	0	0	0
718	3	3	0
719	8	8	0
720	0	0	0
721	1	1	0
722	0	0	0
723	2	2	0
724	0	0	0
725	0	0	0
726	0	0	0
727	0	0	0
728	3	3	0
729	0	0	0
730	25	25	0
731	0	0	0
732	6	6	0
733	1	1	0
734	0	0	0
735	0	0	0
736	0	0	0
737	1	1	0
738	2	2	0
739	1	1	0
740	0	0	0
741	0	0	0
742	0	0	0
743	1	1	0
744	0	0	0
745	2	2	0
746	0	0	0
747	1	1	0
748	5	5	0
749	1	1	0
750	2	2	0
751	0	0	0
752	0	0	0
753	0	0	0
754	3	3	0
755	1	1	0
756	14	14	0
757	0	0	0
758	17	17	0
759	4	4	0
760	0	0	0
761	3	3	0
762	0	0	0
763	0	0	0
764	0	0	0
765	0	0	0
766	0	0	0
767	0	0	0
768	4	4	0
769	0	0	0
770	17	17	0
771	0	0	0
772	1	1	0
773	1	1	0
774	3	3	0
775	0	0	0
776	1	1	0
777	5	5	0
778	2	2	0
779	0	0	0
780	0	0	0
781	5	5	0
782	0	0	0
783	0	0	0
784	38	38	0
785	0	0	0
786	0	0	0
787	2	2	0
788	1	1	0
789	0	0	0
790	0	0	0
791	1	1	0
792	12	12	0
793	3	3	0
794	8	8	0
795	1	1	0
796	13	13	0
797	0	0	0
798	12	12	0
799	0	0	0
800	11	11	0
801	1	1	0
802	1	1	0
803	2	2	0
804	4	4	0
805	5	5	0
806	0	0	0
807	3	3	0
808	4	4	0
809	0	0	0
810	0	0	0
811	0	0	0
812	0	0	0
813	0	0	0
814	0	0	0
815	0	0	0
816	0	0	0
817	0	0	0
818	1	1	0
819	13	13	0
820	0	0	0
821	0	0	0
822	99	99	0
823	10	10	0
824	0	0	0
825	2	2	0
826	0	0	0
827	0	0	0
828	1	1	0
829	0	0	0
830	2	2	0
831	3	3	0
832	0	0	0
833	0	0	0
834	16	16	0
835	6	6	0
836	0	0	0
837	0	0	0
838	0	0	0
839	0	0	0
840	1	1	0
841	0	0	0
842	0	0	0
843	1	1	0
844	0	0	0
845	2	2	0
846	0	0	0
847	0	0	0
848	3	3	0
849	0	0	0
850	2	2	0
851	1	1	0
852	0	0	0
853	0	0	0
854	8	8	0
855	8	8	0
856	5	5	0
857	0	0	0
858	0	0	0
859	2	2	0
860	1	1	0
861	1	1	0
862	1	1	0
863	6	6	0
864	0	0	0
865	0	0	0
866	8	8	0
867	0	0	0
868	3	3	0
